Day,S,T,K,Value,tau,rate
44692,2.7,0.11507,2.8,0.0488,0.0209,0.96429
44692,2.7,0.38356,2.8,0.1254,0.0209,0.96429
44692,2.7,0.11507,2.75,0.0695,0.0209,0.98182
44692,2.7,0.38356,2.75,0.148,0.0209,0.98182
44692,2.7,0.11507,2.7,0.0958,0.0209,1
44692,2.7,0.38356,2.7,0.1736,0.0209,1
44692,2.7,0.11507,2.65,0.1263,0.0209,1.01887
44692,2.7,0.38356,2.65,0.2035,0.0209,1.01887
44692,2.7,0.11507,2.5,0.2441,0.0209,1.08
44692,2.7,0.11507,2.55,0.2022,0.0209,1.05882
44692,2.7,0.11507,2.6,0.1637,0.0209,1.03846
44692,2.7,0.38356,2.5,0.2993,0.0209,1.08
44692,2.7,0.38356,2.55,0.2643,0.0209,1.05882
44692,2.7,0.38356,2.6,0.2327,0.0209,1.03846
44692,2.7,0.03836,2.7,0.058,0.0209,1
44692,2.7,0.03836,2.75,0.0336,0.0209,0.98182
44692,2.7,0.03836,2.8,0.0172,0.0209,0.96429
44692,2.7,0.03836,2.85,0.0083,0.0209,0.94737
44692,2.7,0.03836,2.9,0.0048,0.0209,0.93103
44692,2.7,0.03836,2.95,0.0025,0.0209,0.91525
44692,2.7,0.03836,3,0.0016,0.0209,0.9
44692,2.7,0.03836,3.1,0.0009,0.0209,0.87097
44692,2.7,0.03836,3.2,0.0004,0.0209,0.84375
44692,2.7,0.03836,2.65,0.0928,0.0209,1.01887
44692,2.7,0.03836,2.6,0.1332,0.0209,1.03846
44692,2.7,0.03836,2.45,0.275,0.0209,1.10204
44692,2.7,0.03836,2.5,0.2258,0.0209,1.08
44692,2.7,0.03836,2.55,0.179,0.0209,1.05882
44692,2.7,0.11507,2.45,0.2857,0.0209,1.10204
44692,2.7,0.38356,2.45,0.3358,0.0209,1.10204
44692,2.7,0.63288,2.5,0.3331,0.0209,1.08
44692,2.7,0.63288,2.55,0.3001,0.0209,1.05882
44692,2.7,0.63288,2.6,0.2693,0.0209,1.03846
44692,2.7,0.63288,2.65,0.2419,0.0209,1.01887
44692,2.7,0.63288,2.7,0.214,0.0209,1
44692,2.7,0.63288,2.75,0.1901,0.0209,0.98182
44692,2.7,0.63288,2.8,0.1688,0.0209,0.96429
44692,2.7,0.63288,2.85,0.1477,0.0209,0.94737
44692,2.7,0.63288,2.9,0.128,0.0209,0.93103
44692,2.7,0.63288,2.95,0.1104,0.0209,0.91525
44692,2.7,0.63288,3,0.097,0.0209,0.9
44691,2.68,0.11781,2.912,0.0202,0.021,0.92033
44691,2.68,0.11781,2.962,0.0135,0.021,0.90479
44691,2.68,0.11781,3.061,0.0068,0.021,0.87553
44691,2.68,0.11781,3.159,0.0039,0.021,0.84837
44691,2.68,0.11781,3.258,0.002,0.021,0.82259
44691,2.68,0.11781,3.357,0.0014,0.021,0.79833
44691,2.68,0.11781,3.455,0.0012,0.021,0.77569
44691,2.68,0.11781,3.554,0.001,0.021,0.75408
44691,2.68,0.11781,3.653,0.001,0.021,0.73364
44691,2.68,0.11781,2.863,0.029,0.021,0.93608
44691,2.68,0.11781,2.9,0.0223,0.021,0.92414
44691,2.68,0.11781,2.95,0.0156,0.021,0.90847
44691,2.68,0.11781,3,0.0103,0.021,0.89333
44691,2.68,0.11781,3.1,0.0055,0.021,0.86452
44691,2.68,0.11781,3.2,0.0032,0.021,0.8375
44691,2.68,0.11781,3.3,0.002,0.021,0.81212
44691,2.68,0.11781,3.4,0.0014,0.021,0.78824
44691,2.68,0.11781,3.5,0.0012,0.021,0.76571
44691,2.68,0.11781,3.6,0.001,0.021,0.74444
44691,2.68,0.11781,3.7,0.001,0.021,0.72432
44691,2.68,0.11781,3.8,0.001,0.021,0.70526
44691,2.68,0.11781,2.85,0.0325,0.021,0.94035
44691,2.68,0.3863,2.85,0.1022,0.021,0.94035
44691,2.68,0.3863,2.9,0.0838,0.021,0.92414
44691,2.68,0.3863,2.95,0.07,0.021,0.90847
44691,2.68,0.3863,3,0.059,0.021,0.89333
44691,2.68,0.3863,3.1,0.0375,0.021,0.86452
44691,2.68,0.3863,3.2,0.025,0.021,0.8375
44691,2.68,0.3863,3.3,0.0161,0.021,0.81212
44691,2.68,0.3863,3.4,0.011,0.021,0.78824
44691,2.68,0.3863,3.5,0.0086,0.021,0.76571
44691,2.68,0.11781,2.8,0.047,0.021,0.95714
44691,2.68,0.3863,2.8,0.122,0.021,0.95714
44691,2.68,0.11781,2.75,0.0668,0.021,0.97455
44691,2.68,0.3863,2.75,0.144,0.021,0.97455
44691,2.68,0.11781,2.7,0.0928,0.021,0.99259
44691,2.68,0.3863,2.7,0.1686,0.021,0.99259
44691,2.68,0.11781,2.65,0.119,0.021,1.01132
44691,2.68,0.3863,2.65,0.196,0.021,1.01132
44691,2.68,0.11781,2.5,0.2313,0.021,1.072
44691,2.68,0.11781,2.55,0.1924,0.021,1.05098
44691,2.68,0.11781,2.6,0.1535,0.021,1.03077
44691,2.68,0.3863,2.5,0.2925,0.021,1.072
44691,2.68,0.3863,2.55,0.257,0.021,1.05098
44691,2.68,0.3863,2.6,0.2252,0.021,1.03077
44691,2.68,0.0411,2.7,0.0549,0.021,0.99259
44691,2.68,0.0411,2.75,0.0319,0.021,0.97455
44691,2.68,0.0411,2.8,0.0176,0.021,0.95714
44691,2.68,0.0411,2.85,0.0095,0.021,0.94035
44691,2.68,0.0411,2.9,0.005,0.021,0.92414
44691,2.68,0.0411,2.95,0.0028,0.021,0.90847
44691,2.68,0.0411,3,0.0015,0.021,0.89333
44691,2.68,0.0411,3.1,0.0009,0.021,0.86452
44691,2.68,0.0411,3.2,0.0003,0.021,0.8375
44691,2.68,0.0411,2.65,0.0856,0.021,1.01132
44691,2.68,0.0411,2.6,0.124,0.021,1.03077
44691,2.68,0.0411,2.45,0.2541,0.021,1.09388
44691,2.68,0.0411,2.5,0.2112,0.021,1.072
44691,2.68,0.0411,2.55,0.1654,0.021,1.05098
44691,2.68,0.11781,2.45,0.2741,0.021,1.09388
44691,2.68,0.3863,2.45,0.3306,0.021,1.09388
44691,2.68,0.63562,2.5,0.3271,0.021,1.072
44691,2.68,0.63562,2.55,0.2915,0.021,1.05098
44691,2.68,0.63562,2.6,0.261,0.021,1.03077
44691,2.68,0.63562,2.65,0.2334,0.021,1.01132
44691,2.68,0.63562,2.7,0.207,0.021,0.99259
44691,2.68,0.63562,2.75,0.1835,0.021,0.97455
44691,2.68,0.63562,2.8,0.1637,0.021,0.95714
44691,2.68,0.63562,2.85,0.1415,0.021,0.94035
44691,2.68,0.63562,2.9,0.1235,0.021,0.92414
44691,2.68,0.63562,2.95,0.1058,0.021,0.90847
44691,2.68,0.63562,3,0.0935,0.021,0.89333
44690,2.7,0.12055,2.912,0.0151,0.0211,0.9272
44690,2.7,0.12055,2.962,0.0103,0.0211,0.91155
44690,2.7,0.12055,3.061,0.0051,0.0211,0.88206
44690,2.7,0.12055,3.159,0.0033,0.0211,0.8547
44690,2.7,0.12055,3.258,0.002,0.0211,0.82873
44690,2.7,0.12055,3.357,0.0014,0.0211,0.80429
44690,2.7,0.12055,3.455,0.0014,0.0211,0.78148
44690,2.7,0.12055,3.554,0.0014,0.0211,0.75971
44690,2.7,0.12055,3.653,0.0013,0.0211,0.73912
44690,2.7,0.12055,2.863,0.0228,0.0211,0.94307
44690,2.7,0.12055,2.9,0.0166,0.0211,0.93103
44690,2.7,0.12055,2.95,0.011,0.0211,0.91525
44690,2.7,0.12055,3,0.0077,0.0211,0.9
44690,2.7,0.12055,3.1,0.0046,0.0211,0.87097
44690,2.7,0.12055,3.2,0.0031,0.0211,0.84375
44690,2.7,0.12055,3.3,0.002,0.0211,0.81818
44690,2.7,0.12055,3.4,0.0014,0.0211,0.79412
44690,2.7,0.12055,3.5,0.0014,0.0211,0.77143
44690,2.7,0.12055,3.6,0.0013,0.0211,0.75
44690,2.7,0.12055,3.7,0.0013,0.0211,0.72973
44690,2.7,0.12055,3.8,0.0011,0.0211,0.71053
44690,2.7,0.12055,2.85,0.0248,0.0211,0.94737
44690,2.7,0.38904,2.85,0.0923,0.0211,0.94737
44690,2.7,0.38904,2.9,0.0771,0.0211,0.93103
44690,2.7,0.38904,2.95,0.063,0.0211,0.91525
44690,2.7,0.38904,3,0.0518,0.0211,0.9
44690,2.7,0.38904,3.1,0.0351,0.0211,0.87097
44690,2.7,0.38904,3.2,0.022,0.0211,0.84375
44690,2.7,0.38904,3.3,0.0148,0.0211,0.81818
44690,2.7,0.38904,3.4,0.0099,0.0211,0.79412
44690,2.7,0.38904,3.5,0.0082,0.0211,0.77143
44690,2.7,0.12055,2.8,0.0372,0.0211,0.96429
44690,2.7,0.38904,2.8,0.1104,0.0211,0.96429
44690,2.7,0.12055,2.75,0.0549,0.0211,0.98182
44690,2.7,0.38904,2.75,0.1307,0.0211,0.98182
44690,2.7,0.12055,2.7,0.0775,0.0211,1
44690,2.7,0.38904,2.7,0.1543,0.0211,1
44690,2.7,0.12055,2.65,0.1037,0.0211,1.01887
44690,2.7,0.38904,2.65,0.1794,0.0211,1.01887
44690,2.7,0.12055,2.5,0.2102,0.0211,1.08
44690,2.7,0.12055,2.55,0.172,0.0211,1.05882
44690,2.7,0.12055,2.6,0.1363,0.0211,1.03846
44690,2.7,0.38904,2.5,0.2729,0.0211,1.08
44690,2.7,0.38904,2.55,0.2397,0.0211,1.05882
44690,2.7,0.38904,2.6,0.2086,0.0211,1.03846
44690,2.7,0.04384,2.7,0.0421,0.0211,1
44690,2.7,0.04384,2.75,0.0242,0.0211,0.98182
44690,2.7,0.04384,2.8,0.0135,0.0211,0.96429
44690,2.7,0.04384,2.85,0.0076,0.0211,0.94737
44690,2.7,0.04384,2.9,0.0043,0.0211,0.93103
44690,2.7,0.04384,2.95,0.0023,0.0211,0.91525
44690,2.7,0.04384,3,0.0015,0.0211,0.9
44690,2.7,0.04384,3.1,0.001,0.0211,0.87097
44690,2.7,0.04384,3.2,0.0004,0.0211,0.84375
44690,2.7,0.04384,2.65,0.0688,0.0211,1.01887
44690,2.7,0.04384,2.6,0.1046,0.0211,1.03846
44690,2.7,0.04384,2.45,0.235,0.0211,1.10204
44690,2.7,0.04384,2.5,0.1867,0.0211,1.08
44690,2.7,0.04384,2.55,0.1441,0.0211,1.05882
44690,2.7,0.12055,2.45,0.2538,0.0211,1.10204
44690,2.7,0.38904,2.45,0.3073,0.0211,1.10204
44690,2.7,0.63836,2.5,0.305,0.0211,1.08
44690,2.7,0.63836,2.55,0.2732,0.0211,1.05882
44690,2.7,0.63836,2.6,0.2429,0.0211,1.03846
44690,2.7,0.63836,2.65,0.2185,0.0211,1.01887
44690,2.7,0.63836,2.7,0.1932,0.0211,1
44690,2.7,0.63836,2.75,0.1706,0.0211,0.98182
44690,2.7,0.63836,2.8,0.1499,0.0211,0.96429
44690,2.7,0.63836,2.85,0.1306,0.0211,0.94737
44690,2.7,0.63836,2.9,0.1137,0.0211,0.93103
44690,2.7,0.63836,2.95,0.0998,0.0211,0.91525
44690,2.7,0.63836,3,0.085,0.0211,0.9
44687,2.78,0.12877,2.912,0.0207,0.0211,0.95467
44687,2.78,0.12877,2.962,0.0137,0.0211,0.93856
44687,2.78,0.12877,3.061,0.0068,0.0211,0.9082
44687,2.78,0.12877,3.159,0.0038,0.0211,0.88003
44687,2.78,0.12877,3.258,0.0023,0.0211,0.85328
44687,2.78,0.12877,3.357,0.0017,0.0211,0.82812
44687,2.78,0.12877,3.455,0.0017,0.0211,0.80463
44687,2.78,0.12877,3.554,0.0014,0.0211,0.78222
44687,2.78,0.12877,3.653,0.0013,0.0211,0.76102
44687,2.78,0.12877,2.863,0.0303,0.0211,0.97101
44687,2.78,0.12877,2.9,0.0224,0.0211,0.95862
44687,2.78,0.12877,2.95,0.0137,0.0211,0.94237
44687,2.78,0.12877,3,0.0096,0.0211,0.92667
44687,2.78,0.12877,3.1,0.0055,0.0211,0.89677
44687,2.78,0.12877,3.2,0.0036,0.0211,0.86875
44687,2.78,0.12877,3.3,0.0023,0.0211,0.84242
44687,2.78,0.12877,3.4,0.0017,0.0211,0.81765
44687,2.78,0.12877,3.5,0.0014,0.0211,0.79429
44687,2.78,0.12877,3.6,0.0014,0.0211,0.77222
44687,2.78,0.12877,3.7,0.0012,0.0211,0.75135
44687,2.78,0.12877,3.8,0.0012,0.0211,0.73158
44687,2.78,0.12877,2.85,0.0331,0.0211,0.97544
44687,2.78,0.39726,2.85,0.1031,0.0211,0.97544
44687,2.78,0.39726,2.9,0.086,0.0211,0.95862
44687,2.78,0.39726,2.95,0.071,0.0211,0.94237
44687,2.78,0.39726,3,0.0597,0.0211,0.92667
44687,2.78,0.39726,3.1,0.0401,0.0211,0.89677
44687,2.78,0.39726,3.2,0.0263,0.0211,0.86875
44687,2.78,0.39726,3.3,0.0175,0.0211,0.84242
44687,2.78,0.39726,3.4,0.012,0.0211,0.81765
44687,2.78,0.39726,3.5,0.0096,0.0211,0.79429
44687,2.78,0.12877,2.8,0.047,0.0211,0.99286
44687,2.78,0.39726,2.8,0.123,0.0211,0.99286
44687,2.78,0.12877,2.75,0.0667,0.0211,1.01091
44687,2.78,0.39726,2.75,0.1438,0.0211,1.01091
44687,2.78,0.12877,2.7,0.0913,0.0211,1.02963
44687,2.78,0.39726,2.7,0.1696,0.0211,1.02963
44687,2.78,0.12877,2.65,0.1202,0.0211,1.04906
44687,2.78,0.39726,2.65,0.197,0.0211,1.04906
44687,2.78,0.12877,2.5,0.2319,0.0211,1.112
44687,2.78,0.12877,2.55,0.1916,0.0211,1.0902
44687,2.78,0.12877,2.6,0.1553,0.0211,1.06923
44687,2.78,0.39726,2.5,0.2936,0.0211,1.112
44687,2.78,0.39726,2.55,0.2578,0.0211,1.0902
44687,2.78,0.39726,2.6,0.2268,0.0211,1.06923
44687,2.78,0.05205,2.7,0.0579,0.0211,1.02963
44687,2.78,0.05205,2.75,0.033,0.0211,1.01091
44687,2.78,0.05205,2.8,0.0181,0.0211,0.99286
44687,2.78,0.05205,2.85,0.0101,0.0211,0.97544
44687,2.78,0.05205,2.9,0.0061,0.0211,0.95862
44687,2.78,0.05205,2.95,0.003,0.0211,0.94237
44687,2.78,0.05205,3,0.0022,0.0211,0.92667
44687,2.78,0.05205,3.1,0.0012,0.0211,0.89677
44687,2.78,0.05205,3.2,0.0006,0.0211,0.86875
44687,2.78,0.05205,2.65,0.0871,0.0211,1.04906
44687,2.78,0.05205,2.6,0.1255,0.0211,1.06923
44687,2.78,0.05205,2.45,0.2567,0.0211,1.13469
44687,2.78,0.05205,2.5,0.211,0.0211,1.112
44687,2.78,0.05205,2.55,0.166,0.0211,1.0902
44687,2.78,0.12877,2.45,0.2759,0.0211,1.13469
44687,2.78,0.39726,2.45,0.3302,0.0211,1.13469
44687,2.78,0.64658,2.5,0.3297,0.0211,1.112
44687,2.78,0.64658,2.55,0.2936,0.0211,1.0902
44687,2.78,0.64658,2.6,0.2658,0.0211,1.06923
44687,2.78,0.64658,2.65,0.238,0.0211,1.04906
44687,2.78,0.64658,2.7,0.2134,0.0211,1.02963
44687,2.78,0.64658,2.75,0.1868,0.0211,1.01091
44687,2.78,0.64658,2.8,0.1648,0.0211,0.99286
44687,2.78,0.64658,2.85,0.1446,0.0211,0.97544
44687,2.78,0.64658,2.9,0.127,0.0211,0.95862
44687,2.78,0.64658,2.95,0.1103,0.0211,0.94237
44687,2.78,0.64658,3,0.0959,0.0211,0.92667
44686,2.79,0.13151,2.912,0.0391,0.0211,0.9581
44686,2.79,0.13151,2.962,0.0275,0.0211,0.94193
44686,2.79,0.13151,3.061,0.0137,0.0211,0.91147
44686,2.79,0.13151,3.159,0.0078,0.0211,0.88319
44686,2.79,0.13151,3.258,0.005,0.0211,0.85635
44686,2.79,0.13151,3.357,0.0035,0.0211,0.8311
44686,2.79,0.13151,3.455,0.0023,0.0211,0.80753
44686,2.79,0.13151,3.554,0.0016,0.0211,0.78503
44686,2.79,0.13151,3.653,0.0015,0.0211,0.76376
44686,2.79,0.13151,2.863,0.0547,0.0211,0.9745
44686,2.79,0.13151,2.9,0.0429,0.0211,0.96207
44686,2.79,0.13151,2.95,0.0296,0.0211,0.94576
44686,2.79,0.13151,3,0.0214,0.0211,0.93
44686,2.79,0.13151,3.1,0.0107,0.0211,0.9
44686,2.79,0.13151,3.2,0.0062,0.0211,0.87188
44686,2.79,0.13151,3.3,0.0039,0.0211,0.84545
44686,2.79,0.13151,3.4,0.003,0.0211,0.82059
44686,2.79,0.13151,3.5,0.0023,0.0211,0.79714
44686,2.79,0.13151,3.6,0.0016,0.0211,0.775
44686,2.79,0.13151,3.7,0.0015,0.0211,0.75405
44686,2.79,0.13151,3.8,0.0015,0.0211,0.73421
44686,2.79,0.13151,2.85,0.0594,0.0211,0.97895
44686,2.79,0.4,2.85,0.1375,0.0211,0.97895
44686,2.79,0.4,2.9,0.1164,0.0211,0.96207
44686,2.79,0.4,2.95,0.0942,0.0211,0.94576
44686,2.79,0.4,3,0.0821,0.0211,0.93
44686,2.79,0.4,3.1,0.056,0.0211,0.9
44686,2.79,0.4,3.2,0.038,0.0211,0.87188
44686,2.79,0.4,3.3,0.0255,0.0211,0.84545
44686,2.79,0.4,3.4,0.0177,0.0211,0.82059
44686,2.79,0.4,3.5,0.0132,0.0211,0.79714
44686,2.79,0.13151,2.8,0.081,0.0211,0.99643
44686,2.79,0.4,2.8,0.1611,0.0211,0.99643
44686,2.79,0.13151,2.75,0.1082,0.0211,1.01455
44686,2.79,0.4,2.75,0.1866,0.0211,1.01455
44686,2.79,0.13151,2.7,0.14,0.0211,1.03333
44686,2.79,0.4,2.7,0.2156,0.0211,1.03333
44686,2.79,0.13151,2.65,0.1754,0.0211,1.05283
44686,2.79,0.4,2.65,0.2463,0.0211,1.05283
44686,2.79,0.13151,2.5,0.3034,0.0211,1.116
44686,2.79,0.13151,2.55,0.258,0.0211,1.09412
44686,2.79,0.13151,2.6,0.2184,0.0211,1.07308
44686,2.79,0.4,2.5,0.3539,0.0211,1.116
44686,2.79,0.4,2.55,0.316,0.0211,1.09412
44686,2.79,0.4,2.6,0.2805,0.0211,1.07308
44686,2.79,0.05479,2.7,0.11,0.0211,1.03333
44686,2.79,0.05479,2.75,0.0735,0.0211,1.01455
44686,2.79,0.05479,2.8,0.0464,0.0211,0.99643
44686,2.79,0.05479,2.85,0.0268,0.0211,0.97895
44686,2.79,0.05479,2.9,0.015,0.0211,0.96207
44686,2.79,0.05479,2.95,0.0075,0.0211,0.94576
44686,2.79,0.05479,3,0.0037,0.0211,0.93
44686,2.79,0.05479,3.1,0.0018,0.0211,0.9
44686,2.79,0.05479,3.2,0.001,0.0211,0.87188
44686,2.79,0.05479,2.65,0.1501,0.0211,1.05283
44686,2.79,0.05479,2.6,0.1933,0.0211,1.07308
44686,2.79,0.05479,2.45,0.338,0.0211,1.13878
44686,2.79,0.05479,2.5,0.2851,0.0211,1.116
44686,2.79,0.05479,2.55,0.2379,0.0211,1.09412
44686,2.79,0.13151,2.45,0.35,0.0211,1.13878
44686,2.79,0.4,2.45,0.393,0.0211,1.13878
44686,2.79,0.64932,2.5,0.3935,0.0211,1.116
44686,2.79,0.64932,2.55,0.3557,0.0211,1.09412
44686,2.79,0.64932,2.6,0.3224,0.0211,1.07308
44686,2.79,0.64932,2.65,0.2929,0.0211,1.05283
44686,2.79,0.64932,2.7,0.2629,0.0211,1.03333
44686,2.79,0.64932,2.75,0.2339,0.0211,1.01455
44686,2.79,0.64932,2.8,0.2091,0.0211,0.99643
44686,2.79,0.64932,2.85,0.1842,0.0211,0.97895
44686,2.79,0.64932,2.9,0.1634,0.0211,0.96207
44686,2.79,0.64932,2.95,0.1432,0.0211,0.94576
44686,2.79,0.64932,3,0.1258,0.0211,0.93
44680,2.75,0.14795,2.912,0.0482,0.021,0.94437
44680,2.75,0.14795,2.962,0.0345,0.021,0.92843
44680,2.75,0.14795,3.061,0.0179,0.021,0.8984
44680,2.75,0.14795,3.159,0.0097,0.021,0.87053
44680,2.75,0.14795,3.258,0.0054,0.021,0.84408
44680,2.75,0.14795,3.357,0.0036,0.021,0.81918
44680,2.75,0.14795,3.455,0.0027,0.021,0.79595
44680,2.75,0.14795,3.554,0.0025,0.021,0.77378
44680,2.75,0.14795,3.653,0.0023,0.021,0.75281
44680,2.75,0.14795,2.863,0.0655,0.021,0.96053
44680,2.75,0.14795,2.9,0.0524,0.021,0.94828
44680,2.75,0.14795,2.95,0.0377,0.021,0.9322
44680,2.75,0.14795,3,0.0272,0.021,0.91667
44680,2.75,0.14795,3.1,0.014,0.021,0.8871
44680,2.75,0.14795,3.2,0.0076,0.021,0.85938
44680,2.75,0.14795,3.3,0.0044,0.021,0.83333
44680,2.75,0.14795,3.4,0.0033,0.021,0.80882
44680,2.75,0.14795,3.5,0.0027,0.021,0.78571
44680,2.75,0.14795,3.6,0.0025,0.021,0.76389
44680,2.75,0.14795,3.7,0.0017,0.021,0.74324
44680,2.75,0.14795,3.8,0.0017,0.021,0.72368
44680,2.75,0.14795,2.85,0.0683,0.021,0.96491
44680,2.75,0.41644,2.85,0.1458,0.021,0.96491
44680,2.75,0.41644,2.9,0.1231,0.021,0.94828
44680,2.75,0.41644,2.95,0.1042,0.021,0.9322
44680,2.75,0.41644,3,0.0882,0.021,0.91667
44680,2.75,0.41644,3.1,0.0618,0.021,0.8871
44680,2.75,0.41644,3.2,0.0425,0.021,0.85938
44680,2.75,0.41644,3.3,0.0292,0.021,0.83333
44680,2.75,0.41644,3.4,0.0205,0.021,0.80882
44680,2.75,0.41644,3.5,0.0154,0.021,0.78571
44680,2.75,0.14795,2.8,0.095,0.021,0.98214
44680,2.75,0.41644,2.8,0.1688,0.021,0.98214
44680,2.75,0.14795,2.75,0.1213,0.021,1
44680,2.75,0.41644,2.75,0.1952,0.021,1
44680,2.75,0.14795,2.7,0.1552,0.021,1.01852
44680,2.75,0.41644,2.7,0.2242,0.021,1.01852
44680,2.75,0.14795,2.65,0.1913,0.021,1.03774
44680,2.75,0.41644,2.65,0.2581,0.021,1.03774
44680,2.75,0.14795,2.5,0.3145,0.021,1.1
44680,2.75,0.14795,2.55,0.2696,0.021,1.07843
44680,2.75,0.14795,2.6,0.2268,0.021,1.05769
44680,2.75,0.41644,2.5,0.3653,0.021,1.1
44680,2.75,0.41644,2.55,0.325,0.021,1.07843
44680,2.75,0.41644,2.6,0.292,0.021,1.05769
44680,2.75,0.07123,2.7,0.1231,0.021,1.01852
44680,2.75,0.07123,2.75,0.086,0.021,1
44680,2.75,0.07123,2.8,0.0581,0.021,0.98214
44680,2.75,0.07123,2.85,0.0368,0.021,0.96491
44680,2.75,0.07123,2.9,0.0218,0.021,0.94828
44680,2.75,0.07123,2.95,0.0117,0.021,0.9322
44680,2.75,0.07123,3,0.0067,0.021,0.91667
44680,2.75,0.07123,3.1,0.0028,0.021,0.8871
44680,2.75,0.07123,3.2,0.0016,0.021,0.85938
44680,2.75,0.07123,2.65,0.162,0.021,1.03774
44680,2.75,0.07123,2.6,0.2051,0.021,1.05769
44680,2.75,0.07123,2.45,0.3443,0.021,1.12245
44680,2.75,0.07123,2.5,0.2958,0.021,1.1
44680,2.75,0.07123,2.55,0.2505,0.021,1.07843
44680,2.75,0.14795,2.45,0.3607,0.021,1.12245
44680,2.75,0.41644,2.45,0.4046,0.021,1.12245
44680,2.75,0.66575,2.5,0.402,0.021,1.1
44680,2.75,0.66575,2.55,0.3626,0.021,1.07843
44680,2.75,0.66575,2.6,0.3323,0.021,1.05769
44680,2.75,0.66575,2.65,0.299,0.021,1.03774
44680,2.75,0.66575,2.7,0.2713,0.021,1.01852
44680,2.75,0.66575,2.75,0.2424,0.021,1
44680,2.75,0.66575,2.8,0.2168,0.021,0.98214
44680,2.75,0.66575,2.85,0.1925,0.021,0.96491
44680,2.75,0.66575,2.9,0.17,0.021,0.94828
44680,2.75,0.66575,2.95,0.1495,0.021,0.9322
44679,2.71,0.15068,2.912,0.0368,0.0211,0.93063
44679,2.71,0.15068,2.962,0.0266,0.0211,0.91492
44679,2.71,0.15068,3.061,0.0136,0.0211,0.88533
44679,2.71,0.15068,3.159,0.0072,0.0211,0.85787
44679,2.71,0.15068,3.258,0.0037,0.0211,0.8318
44679,2.71,0.15068,3.357,0.0028,0.0211,0.80727
44679,2.71,0.15068,3.455,0.002,0.0211,0.78437
44679,2.71,0.15068,3.554,0.0016,0.0211,0.76252
44679,2.71,0.15068,3.653,0.0016,0.0211,0.74186
44679,2.71,0.15068,2.863,0.0504,0.0211,0.94656
44679,2.71,0.15068,2.9,0.0403,0.0211,0.93448
44679,2.71,0.15068,2.95,0.0276,0.0211,0.91864
44679,2.71,0.15068,3,0.0197,0.0211,0.90333
44679,2.71,0.15068,3.1,0.0101,0.0211,0.87419
44679,2.71,0.15068,3.2,0.0057,0.0211,0.84688
44679,2.71,0.15068,3.3,0.0037,0.0211,0.82121
44679,2.71,0.15068,3.4,0.0028,0.0211,0.79706
44679,2.71,0.15068,3.5,0.002,0.0211,0.77429
44679,2.71,0.15068,3.6,0.0016,0.0211,0.75278
44679,2.71,0.15068,3.7,0.0016,0.0211,0.73243
44679,2.71,0.15068,3.8,0.0016,0.0211,0.71316
44679,2.71,0.15068,2.85,0.055,0.0211,0.95088
44679,2.71,0.41918,2.85,0.1297,0.0211,0.95088
44679,2.71,0.41918,2.9,0.1101,0.0211,0.93448
44679,2.71,0.41918,2.95,0.0922,0.0211,0.91864
44679,2.71,0.41918,3,0.0781,0.0211,0.90333
44679,2.71,0.41918,3.1,0.0542,0.0211,0.87419
44679,2.71,0.41918,3.2,0.0367,0.0211,0.84688
44679,2.71,0.41918,3.3,0.0249,0.0211,0.82121
44679,2.71,0.41918,3.4,0.0172,0.0211,0.79706
44679,2.71,0.41918,3.5,0.0126,0.0211,0.77429
44679,2.71,0.15068,2.8,0.0761,0.0211,0.96786
44679,2.71,0.41918,2.8,0.1514,0.0211,0.96786
44679,2.71,0.15068,2.75,0.0998,0.0211,0.98545
44679,2.71,0.41918,2.75,0.1756,0.0211,0.98545
44679,2.71,0.15068,2.7,0.1281,0.0211,1.0037
44679,2.71,0.41918,2.7,0.2033,0.0211,1.0037
44679,2.71,0.15068,2.65,0.1608,0.0211,1.02264
44679,2.71,0.41918,2.65,0.237,0.0211,1.02264
44679,2.71,0.15068,2.5,0.2785,0.0211,1.084
44679,2.71,0.15068,2.55,0.236,0.0211,1.06275
44679,2.71,0.15068,2.6,0.1968,0.0211,1.04231
44679,2.71,0.41918,2.5,0.3376,0.0211,1.084
44679,2.71,0.41918,2.55,0.2995,0.0211,1.06275
44679,2.71,0.41918,2.6,0.2659,0.0211,1.04231
44679,2.71,0.07397,2.7,0.098,0.0211,1.0037
44679,2.71,0.07397,2.75,0.0674,0.0211,0.98545
44679,2.71,0.07397,2.8,0.0416,0.0211,0.96786
44679,2.71,0.07397,2.85,0.0258,0.0211,0.95088
44679,2.71,0.07397,2.9,0.0152,0.0211,0.93448
44679,2.71,0.07397,2.95,0.0075,0.0211,0.91864
44679,2.71,0.07397,3,0.0046,0.0211,0.90333
44679,2.71,0.07397,3.1,0.002,0.0211,0.87419
44679,2.71,0.07397,3.2,0.0015,0.0211,0.84688
44679,2.71,0.07397,2.65,0.133,0.0211,1.02264
44679,2.71,0.07397,2.6,0.175,0.0211,1.04231
44679,2.71,0.07397,2.45,0.3079,0.0211,1.10612
44679,2.71,0.07397,2.5,0.2622,0.0211,1.084
44679,2.71,0.07397,2.55,0.2172,0.0211,1.06275
44679,2.71,0.15068,2.45,0.3218,0.0211,1.10612
44679,2.71,0.41918,2.45,0.3725,0.0211,1.10612
44679,2.71,0.66849,2.5,0.368,0.0211,1.084
44679,2.71,0.66849,2.55,0.3347,0.0211,1.06275
